FlightDateTime,Flight,z_1,u_1,T_a_1,p_a_1,h_r_1,e_a_1,q_1,rho_a_1,c_p_1,lambda_v_1,theta_a_1,theta_v_1,vpd_1,emissivity_1,z_2,u_2,T_a_2,p_a_2,h_r_2,e_a_2,q_2,rho_a_2,c_p_2,lambda_v_2,theta_a_2,theta_v_2,vpd_2,emissivity_2,h,w_l,T_s,ndvi,cover,veg,theta_s,d_0,z_0m,z_0h,albedo,epsilon_s,lai,R_n,G,SW_IN_mean,SW_OUT_mean,LW_IN_mean,LW_OUT_mean,SW_IN,SW_OUT,LW_IN,LW_OUT,R_n_fp,SW_OUT_fp,LW_IN_fp,LW_OUT_fp
2021-03-01 13:00:00-08:00,2021-03-01 12:30:19-08:00,1.5,2.4601590351403297,293.44320058996954,99.96778318584121,22.672927728613587,0.5394435733171171,0.0033632806223424087,1.1867670236202439,1009.0306568003058,2453087.7534070816,293.4549018726582,294.056954295508,1.8397973424307459,0.7006190907338472,50.477784115837366,5.584334326909139,291.7844142167608,99.38836660816139,19.03022817025006,0.4084010412084887,0.0025598632588942774,1.1865966935647991,1008.2350325852831,2457004.1480342275,292.2737012472864,292.7300914799984,1.7376638275614074,0.6738575181248208,0.3,0.01,303.9555358886719,0.5597687363624573,,,303.9555358886719,0.195,0.0375,0.00375,0.19673536717891693,0.9759047031402588,1.5726687407082005,498.5151062011719,51.641414642333984,851.053,167.432861328125,287.4728698730469,472.5787658691406,851.053,167.432861328125,287.4728698730469,472.5787658691406,511.2657775878906,164.7433624267578,288.3105163574219,463.354248046875
2021-03-24 12:30:00-07:00,2021-03-24 11:58:32.200000-07:00,1.5,2.514847303662825,294.29191878980845,99.53414649681498,30.68769108280256,0.7693129294469792,0.004821609310774053,1.1782103584456485,1010.4748397004596,2451083.929737262,294.3036200724971,295.16922048808607,1.737597503700934,0.7367585983647844,60.48479452054548,4.881080553361397,292.34155766681334,98.84701038444545,28.409027839151587,0.6312604825920924,0.0039818518947054736,1.1778833393636157,1009.6432279313269,2455688.7323486535,292.9284237453506,293.6399262808037,1.5907813492024043,0.7169140972616055,0.3,0.01,304.4112548828125,0.6240183711051941,,,304.4112548828125,0.195,0.0375,0.00375,0.18433071672916412,0.9790717363357544,2.416384070110301,575.7417602539062,47.488616943359375,914.442,168.559814453125,306.8061828613281,476.94708251953125,914.442,168.559814453125,306.8061828613281,476.94708251953125,597.3019409179688,155.57119750976562,308.278564453125,469.8475341796875
2022-01-18 10:30:00-08:00,2022-01-18 10:09:30.400000-08:00,1.5,1.3987887698275725,288.67250628535504,99.77918856065429,80.01360622250183,1.409958906731997,0.00883655220129549,1.2041000391066967,1014.4508376449429,2464351.3626602767,288.6842075680437,290.24030114066113,0.35219002430253643,0.8055779065900557,60.48627864344359,4.133744224162544,287.74795371219176,99.08829537122007,75.14587419798356,1.2477113273162581,0.00786962813117553,1.1996053433321845,1013.4932927383032,2466534.231285515,288.33483426251365,289.7189778954888,0.41267434339796827,0.7919941119771047,0.3,0.01,294.2910461425781,0.7756717205047607,,,294.2910461425781,0.195,0.0375,0.00375,0.15706460177898407,0.9848846197128296,1.4093392568805074,372.14544677734375,0.2844492197036743,567.8487594268381,89.18917846679688,312.4105529785156,418.924560546875,567.8487594268381,89.18917846679688,312.4105529785156,418.924560546875,375.4763488769531,87.6401596069336,312.6547546386719,417.38714599609375
2022-01-18 11:30:00-08:00,2022-01-18 11:11:35.200000-08:00,1.5,2.5904110514354617,289.46270898234695,99.73296235721716,79.66679906542042,1.4765647001009763,0.009260649377764043,1.2002563482332143,1014.8708210787997,2462485.6940926784,289.4744102650356,291.10965008558827,0.37686071352516604,0.8105907902550367,60.475087924967816,6.759320537261815,288.4668651817115,99.03152754982436,74.12684056271983,1.2891048510337921,0.00813668225768771,1.195929975386429,1013.7577564397882,2464836.881305979,289.0536366105664,290.48831854444927,0.4499478878227374,0.795411773149481,0.3,0.01,296.2494812011719,0.8173637986183167,,,296.2494812011719,0.195,0.0375,0.00375,0.15163762867450714,0.9854789972305298,1.9424191839557454,404.1026916503906,19.611125946044922,608.8713830286146,92.32791900634766,318.0018615722656,430.44232177734375,608.8713830286146,92.32791900634766,318.0018615722656,430.44232177734375,403.9787292480469,90.20968627929688,318.1412658691406,432.8242492675781
2022-01-18 12:30:00-08:00,2022-01-18 12:10:14.700000-08:00,1.5,1.7248839870945927,289.81230951675053,99.66394367032352,82.61555588496881,1.5656596737976258,0.009829609729769014,1.1979784525055612,1015.4342625153903,2461660.2872309517,289.8240107994392,291.56181351848886,0.32945518323680334,0.8172628579014822,60.48193473193199,4.277231329723937,289.06905244755234,98.96299090909106,76.81044871794872,1.3883089778205828,0.008772286525643078,1.1926122220585582,1014.3871953463444,2463415.117171329,289.65589064009373,291.20586676468025,0.4191390985713588,0.8036414577643128,0.3,0.01,298.6977233886719,0.781471848487854,,,298.6977233886719,0.195,0.0375,0.00375,0.15635046362876892,0.984967827796936,1.8348727955092874,429.8173828125,38.88087463378906,654.8215108359116,102.38179779052734,322.00433349609375,444.62493896484375,654.8215108359116,102.38179779052734,322.00433349609375,444.62493896484375,436.2112121582031,100.14766693115234,322.2578125,440.72027587890625
2022-01-18 13:30:00-08:00,2022-01-18 13:08:50.800000-08:00,1.5,1.7247350978349243,290.59091426403614,99.62921313183861,77.76391502276176,1.5482272509810306,0.009722926307037938,1.1943523355758503,1015.3286139218596,2459822.0014226106,290.6026155467248,292.32617531423665,0.4427054978753757,0.8156439870099653,60.48038812785115,3.769853514453907,289.59874885844806,98.92974445740995,72.21080365296793,1.3500180217369866,0.008531965124080504,1.1900310994393812,1014.149205062377,2462164.503945204,290.1855719699465,291.6958424094775,0.5195332828363972,0.8002275993464729,0.3,0.01,298.6628723144531,0.7880986928939819,,,298.6628723144531,0.195,0.0375,0.00375,0.1554737687110901,0.9850119352340698,1.7286896704734085,400.3961486816406,50.637786865234375,615.724532722876,95.72888946533203,324.85009765625,444.4481201171875,615.724532722876,95.72888946533203,324.85009765625,444.4481201171875,406.4767761230469,93.8660659790039,325.0954895019531,440.4769592285156
2022-01-18 14:30:00-08:00,2022-01-18 14:20:53.100000-08:00,1.5,2.8901936311697622,290.11670788614117,99.61800933271151,70.62204386374248,1.3644758528425975,0.008563923501805562,1.1961708510411895,1014.180853443838,2460941.6026808205,290.1284091688298,291.64403804494145,0.5676062254886451,0.8012417273466198,60.4805826859018,7.410237527675793,288.97668007769084,98.90493590455067,68.15971420643729,1.2246975761572585,0.007738179747074514,1.192294336501994,1013.3631194035279,2463633.2083365717,289.56350508633824,290.93032870117435,0.5721080448991647,0.7894098680594223,0.3,0.01,296.0994873046875,0.7926419973373413,,,296.0994873046875,0.195,0.0375,0.00375,0.15494757890701294,0.9850606918334961,1.3429094903668943,279.0400085449219,44.44284439086914,463.15261138211775,71.76441192626953,317.0507507324219,429.3997802734375,463.15261138211775,71.76441192626953,317.0507507324219,429.3997802734375,285.7386779785156,70.3508071899414,317.275390625,424.3385314941406
2022-01-25 10:30:00-08:00,2022-01-25 10:00:41.600000-08:00,1.5,1.9847047449791464,288.85322963094995,99.46591638438302,62.389584596184754,1.1121994852429506,0.0069845479607384695,1.1995699286564805,1012.6167978455194,2463924.6748413267,288.8649309136386,290.095661401765,0.6704690361803571,0.7786656862157539,60.47987462386881,4.664880092112609,287.6769709127384,98.7794563691075,57.93767803410235,0.9575885611723252,0.006051974072909096,1.1961627901270817,1011.6932699244019,2466701.8216750245,288.2637890170241,289.3279736531708,0.6952021506140269,0.7626371372626272,0.3,0.01,292.8816223144531,0.7910510301589966,,,292.8816223144531,0.195,0.0375,0.00375,0.15505993366241455,0.985056459903717,1.4928780437799662,339.9787902832031,-2.0757641792297363,530.4762518921758,82.255615234375,302.7840270996094,411.02490234375,530.4762518921758,82.255615234375,302.7840270996094,411.02490234375,345.45184326171875,80.77193450927734,302.9957580566406,407.2483215332031
2022-01-25 11:30:00-08:00,2022-01-25 11:04:28.900000-08:00,1.5,2.2100836721826016,289.99340444111743,99.46892914171598,60.0082996506985,1.1503783683754985,0.00722514210181732,1.1948895656626508,1012.8550582234296,2461232.7221145215,290.0051057238061,291.2832558642614,0.7666537339698778,0.7819889676436084,60.4749061032834,3.4754318525904218,288.7043802816908,98.78018075117477,55.46724413145548,0.9794144218077696,0.006190387206399455,1.1919146587781204,1011.8303404504975,2464276.108154928,289.29114993759,290.3835527200239,0.7863383880606831,0.7647068636690677,0.3,0.01,296.7044372558594,0.8008232116699219,,,296.7044372558594,0.195,0.0375,0.00375,0.15389631688594818,0.9850900769233704,1.9312413297226274,438.9188232421875,18.94807243347168,665.3386171322982,102.39317321777344,308.915771484375,432.9440002441406,665.3386171322982,102.39317321777344,308.915771484375,432.9440002441406,443.1598815917969,100.64991760253906,309.1361083984375,430.6648254394531
2022-01-25 12:30:00-08:00,2022-01-25 12:07:29.900000-08:00,1.5,1.7692247930146028,290.859282187271,99.43487545720585,56.08338606437473,1.1356494621691835,0.007134686984887827,1.1909246281876884,1012.7654805211344,2459188.384755853,290.87098346995964,292.1369002561869,0.8892808101678684,0.7802183617190076,60.481808855288726,3.6289194884927913,289.5860799136072,98.75017359611248,49.11639038876872,0.9175159653553159,0.005799547633257991,1.1879249551639999,1011.4432920212155,2462194.415323973,290.17291687871676,291.19946858724165,0.9505284045443118,0.7572780904721849,0.3,0.01,298.6932678222656,0.7977973818778992,,,298.6932678222656,0.195,0.0375,0.00375,0.1542443186044693,0.9850942492485046,2.050616244988211,461.5065002441406,40.891605377197266,702.6767614833418,108.3839111328125,311.9149475097656,444.70123291015625,702.6767614833418,108.3839111328125,311.9149475097656,444.70123291015625,465.93341064453125,106.4115982055664,312.1340026855469,442.4657287597656
2022-01-25 13:30:00-08:00,2022-01-25 13:07:15.200000-08:00,1.5,1.265604313047689,291.9311416850104,99.37082749649731,50.560083049829736,1.095055344519822,0.0068830414842927885,1.185787906745283,1012.5162759818952,2456657.72448169,291.94284296769905,293.16861033420435,1.07079423179631,0.7757640219750744,60.480193948794486,1.7871847301924702,290.59391388673345,98.68347168347427,42.22313938453584,0.8407935813666954,0.005316628299819614,1.1830057400073017,1010.9650570053115,2459814.919313422,291.18073510477853,292.12507594411693,1.1505163818963269,0.7475187587772644,0.3,0.01,299.5048522949219,0.8059176802635193,,,299.5048522949219,0.195,0.0375,0.00375,0.15315628051757812,0.985209047794342,1.9523976241854006,435.6888122558594,54.72023010253906,673.7037842838561,103.18196868896484,314.7681884765625,449.59930419921875,673.7037842838561,103.18196868896484,314.7681884765625,449.59930419921875,439.82080078125,101.50123596191406,314.9571838378906,447.3388977050781
2022-01-25 14:30:00-08:00,2022-01-25 14:01:40.700000-08:00,1.5,1.5097773236748162,289.60382416165163,99.30470152622756,69.73159501289759,1.3040891175983582,0.008208977001293844,1.1945207755187623,1013.8293499243813,2462152.5211543404,289.6155254443403,291.0657682287703,0.5660661790891093,0.7962784599016494,3.8735,2.27477,289.726,99.2457,60.3206,1.1368905545624108,0.007156191753521404,1.1933083882899747,1012.7867766935123,2461864.064,289.7637707654122,291.0286698805728,0.7478562061833558,0.7807754342753598,0.3,0.01,298.3335266113281,0.8082953691482544,,,298.3335266113281,0.195,0.0375,0.00375,0.15280847251415253,0.9852361083030701,1.636014276699191,316.23876953125,48.049739837646484,526.33,80.42755126953125,312.9197692871094,442.5840759277344,526.33,80.42755126953125,312.9197692871094,442.5840759277344,316.5679016113281,79.1543197631836,313.0972595214844,443.7049255371094
2022-01-28 12:30:00-08:00,2022-01-28 12:10:43.800000-08:00,1.5,1.8613218358387578,294.07872723080436,100.26765229421298,24.077728844823586,0.5957526826132559,0.0037040090458357318,1.187754285717342,1009.3680801580913,2451587.2750080707,294.090428513493,294.75490981407273,1.8785366760416626,0.7104078337414644,60.476976055292624,5.625319026189776,292.8671661318191,99.57830535670196,18.71552456183664,0.4296840243043419,0.00268833761995908,1.1844689572671065,1008.3622607450455,2454447.770762775,293.4539559719629,293.93518699079766,1.8661854977315129,0.6784065704254417,0.3,0.01,301.0621032714844,0.8018258810043335,,,301.0621032714844,0.195,0.0375,0.00375,0.15359915792942047,0.9851731657981873,2.124330158099778,463.5534973144531,42.08317947387695,739.3080735310964,113.55712127685547,296.8160095214844,459.0114440917969,739.3080735310964,113.55712127685547,296.8160095214844,459.0114440917969,463.10064697265625,111.5538330078125,297.0023193359375,461.6559753417969
2022-01-28 13:30:00-08:00,2022-01-28 13:18:43.300000-08:00,1.5,2.0323336507875447,293.84833489618205,100.21971332886905,24.563023442732696,0.599203872379329,0.0037273010109645957,1.1881172075123678,1009.3911461911582,2452131.231310114,293.8600361788707,294.5281721129289,1.8402510008220059,0.7110739015049555,60.49128472222061,4.438002973500044,292.81518012152713,99.52841623263879,19.265952690972213,0.44089611376604826,0.0027599892519812644,1.1840856659123746,1008.433217356237,2454570.5097330743,293.40210948646813,293.8960793543698,1.8475768251955775,0.6809248931247252,0.3,0.01,300.28607177734375,0.8081976771354675,,,300.28607177734375,0.195,0.0375,0.00375,0.15281999111175537,0.9851969480514526,1.9539492963982141,429.723388671875,56.63273239135742,693.904228442344,106.04254150390625,296.1710205078125,454.3096618652344,693.904228442344,106.04254150390625,296.1710205078125,454.3096618652344,429.7723388671875,104.5504150390625,296.3524169921875,455.9337463378906
2022-01-28 14:30:00-08:00,2022-01-28 14:04:06.400000-08:00,1.5,1.7496159443693104,293.91570862113093,100.15368380659936,22.794962906114115,0.5583846851379121,0.003475146975652981,1.1870624300421075,1009.1414380499891,2451972.1619455097,293.9274099038196,294.55048888306874,1.8912121290255404,0.7039198526521537,60.48002587991449,3.858382456926491,292.9963923395441,99.47096247411937,19.33152432712219,0.447398495772361,0.002802383601319704,1.1826702006466454,1008.4752004803869,2454142.667686336,293.58321191873796,294.0850789137473,1.866948206544639,0.6822902244894351,0.3,0.01,299.53594970703125,0.8097187876701355,,,299.53594970703125,0.195,0.0375,0.00375,0.15249979496002197,0.9852199554443359,1.6692781590253667,358.20458984375,54.7801399230957,607.0949975447884,92.58169555664062,293.4660949707031,449.7755126953125,607.0949975447884,92.58169555664062,293.4660949707031,449.7755126953125,363.4896240234375,90.91092681884766,293.6419372558594,446.3364562988281
2022-01-28 15:30:00-08:00,2022-01-28 15:04:53.800000-08:00,1.5,2.2549758906993693,294.0314021937841,100.09655319926833,20.41872943327236,0.503750197217335,0.003136270066997299,1.1859187267601,1008.8058482473474,2451699.0094204755,294.04310347647277,294.6056446126153,1.9633484479925527,0.693602217431111,60.47689480354582,5.146162308458665,293.1715133079845,99.40944613434719,17.2748618504436,0.4041616235574895,0.0025327116268527646,1.1812329779406618,1008.2081443240724,2453729.2070798483,293.758302355837,294.2121454472323,1.9354323312683266,0.67239804642409,0.3,0.01,295.7654113769531,0.8164376020431519,,,295.7654113769531,0.195,0.0375,0.00375,0.15177319943904877,0.9852906465530396,1.2033570382803525,237.59178161621094,40.810951232910156,442.69547625818427,67.18916320800781,289.6422119140625,427.55523681640625,442.69547625818427,67.18916320800781,289.6422119140625,427.55523681640625,242.36512756347656,66.30525970458984,289.7920837402344,423.8171691894531
